"Posição","Nome","Localidade","2017-2018","Unidade","Multiplicador"
"5.1.2","Alimentos in natura e minimamente processados","São Paulo","43.8","%",1
"5.1.2","Alimentos in natura e minimamente processados","Paraná","46.6","%",1
"5.1.2","Alimentos in natura e minimamente processados","Santa Catarina","46.8","%",1
"5.1.2","Alimentos in natura e minimamente processados","Rio Grande do Sul","47.7","%",1
"5.1.2","Alimentos in natura e minimamente processados","Mato Grosso do Sul","50.6","%",1
"5.1.2","Alimentos in natura e minimamente processados","Mato Grosso","53.8","%",1
"5.1.2","Alimentos in natura e minimamente processados","Goiás","52.3","%",1
"5.1.2","Alimentos in natura e minimamente processados","Distrito Federal","42.6","%",1
"5.1.2.1","Arroz","Rondônia","23.8","%",1
"5.1.2.1","Arroz","Acre","18.0","%",1
"5.1.2.1","Arroz","Amazonas","10.1","%",1
"5.1.2.1","Arroz","Roraima","21.5","%",1
"5.1.2.1","Arroz","Pará","15.6","%",1
"5.1.2.1","Arroz","Amapá","11.9","%",1
"5.1.2.1","Arroz","Tocantins","40.3","%",1
"5.1.2.1","Arroz","Maranhão","37.2","%",1
"5.1.2.1","Arroz","Piauí","29.5","%",1
"5.1.2.1","Arroz","Ceará","19.1","%",1
"5.1.2.1","Arroz","Rio Grande do Norte","9.5","%",1
"5.1.2.1","Arroz","Paraíba","11.2","%",1
"5.1.2.1","Arroz","Pernambuco","10.4","%",1
"5.1.2.1","Arroz","Alagoas","13.9","%",1
"5.1.2.1","Arroz","Sergipe","9.6","%",1
"5.1.2.1","Arroz","Bahia","11.5","%",1
"5.1.2.1","Arroz","Minas Gerais","16.6","%",1
"5.1.2.1","Arroz","Espírito Santo","15.1","%",1
"5.1.2.1","Arroz","Rio de Janeiro","16.3","%",1
"5.1.2.1","Arroz","São Paulo","14.2","%",1
"5.1.2.1","Arroz","Paraná","12.9","%",1
"5.1.2.1","Arroz","Santa Catarina","9.3","%",1
"5.1.2.1","Arroz","Rio Grande do Sul","11.4","%",1
"5.1.2.1","Arroz","Mato Grosso do Sul","19.5","%",1
"5.1.2.1","Arroz","Mato Grosso","20.2","%",1
"5.1.2.1","Arroz","Goiás","22.4","%",1
"5.1.2.1","Arroz","Distrito Federal","12.6","%",1
"5.1.2.2","Leite","Rondônia","3.6","%",1
"5.1.2.2","Leite","Acre","5.4","%",1
"5.1.2.2","Leite","Amazonas","3.8","%",1
"5.1.2.2","Leite","Roraima","5.0","%",1
"5.1.2.2","Leite","Pará","4.1","%",1
"5.1.2.2","Leite","Amapá","3.6","%",1
"5.1.2.2","Leite","Tocantins","2.3","%",1
"5.1.2.2","Leite","Maranhão","3.2","%",1
"5.1.2.2","Leite","Piauí","4.1","%",1
"5.1.2.2","Leite","Ceará","5.2","%",1
"5.1.2.2","Leite","Rio Grande do Norte","5.5","%",1
"5.1.2.2","Leite","Paraíba","4.5","%",1
"5.1.2.2","Leite","Pernambuco","4.0","%",1
"5.1.2.2","Leite","Alagoas","3.1","%",1
"5.1.2.2","Leite","Sergipe","4.3","%",1
"5.1.2.2","Leite","Bahia","4.8","%",1
"5.1.2.2","Leite","Minas Gerais","5.4","%",1
"5.1.2.2","Leite","Espírito Santo","5.0","%",1
"5.1.2.2","Leite","Rio de Janeiro","4.2","%",1
"5.1.2.2","Leite","São Paulo","5.6","%",1
"5.1.2.2","Leite","Paraná","5.2","%",1
"5.1.2.2","Leite","Santa Catarina","6.3","%",1
"5.1.2.2","Leite","Rio Grande do Sul","6.2","%",1
"5.1.2.2","Leite","Mato Grosso do Sul","4.9","%",1
"5.1.2.2","Leite","Mato Grosso","5.8","%",1
"5.1.2.2","Leite","Goiás","4.3","%",1
"5.1.2.2","Leite","Distrito Federal","3.8","%",1
"5.1.2.3","Carne de aves","Rondônia","4.7","%",1
"5.1.2.3","Carne de aves","Acre","6.8","%",1
"5.1.2.3","Carne de aves","Amazonas","10.4","%",1
"5.1.2.3","Carne de aves","Roraima","5.6","%",1
"5.1.2.3","Carne de aves","Pará","7.8","%",1
"5.1.2.3","Carne de aves","Amapá","9.4","%",1
"5.1.2.3","Carne de aves","Tocantins","3.3","%",1
"5.1.2.3","Carne de aves","Maranhão","5.9","%",1
"5.1.2.3","Carne de aves","Piauí","6.8","%",1
"5.1.2.3","Carne de aves","Ceará","7.6","%",1
"5.1.2.3","Carne de aves","Rio Grande do Norte","5.6","%",1
"5.1.2.3","Carne de aves","Paraíba","6.2","%",1
"5.1.2.3","Carne de aves","Pernambuco","5.3","%",1
"5.1.2.3","Carne de aves","Alagoas","6.5","%",1
"5.1.2.3","Carne de aves","Sergipe","6.8","%",1
"5.1.2.3","Carne de aves","Bahia","4.7","%",1
"5.1.2.3","Carne de aves","Minas Gerais","3.5","%",1
"5.1.2.3","Carne de aves","Espírito Santo","3.9","%",1
"5.1.2.3","Carne de aves","Rio de Janeiro","3.6","%",1
"5.1.2.3","Carne de aves","São Paulo","3.2","%",1
"5.1.2.3","Carne de aves","Paraná","3.5","%",1
"5.1.2.3","Carne de aves","Santa Catarina","3.9","%",1
"5.1.2.3","Carne de aves","Rio Grande do Sul","4.3","%",1
"5.1.2.3","Carne de aves","Mato Grosso do Sul","3.6","%",1
"5.1.2.3","Carne de aves","Mato Grosso","3.8","%",1
"5.1.2.3","Carne de aves","Goiás","5.1","%",1
"5.1.2.3","Carne de aves","Distrito Federal","4.6","%",1
"5.1.2.4","Feijão","Rondônia","4.4","%",1
"5.1.2.4","Feijão","Acre","3.1","%",1
"5.1.2.4","Feijão","Amazonas","3.1","%",1
"5.1.2.4","Feijão","Roraima","5.4","%",1
"5.1.2.4","Feijão","Pará","3.7","%",1
"5.1.2.4","Feijão","Amapá","4.1","%",1
"5.1.2.4","Feijão","Tocantins","4.3","%",1
"5.1.2.4","Feijão","Maranhão","3.6","%",1
"5.1.2.4","Feijão","Piauí","4.3","%",1
"5.1.2.4","Feijão","Ceará","5.2","%",1
"5.1.2.4","Feijão","Rio Grande do Norte","6.6","%",1
"5.1.2.4","Feijão","Paraíba","6.5","%",1
"5.1.2.4","Feijão","Pernambuco","5.6","%",1
"5.1.2.4","Feijão","Alagoas","6.0","%",1
"5.1.2.4","Feijão","Sergipe","5.1","%",1
"5.1.2.4","Feijão","Bahia","6.7","%",1
"5.1.2.4","Feijão","Minas Gerais","4.1","%",1
"5.1.2.4","Feijão","Espírito Santo","4.0","%",1
"5.1.2.4","Feijão","Rio de Janeiro","5.6","%",1
"5.1.2.4","Feijão","São Paulo","3.7","%",1
"5.1.2.4","Feijão","Paraná","3.5","%",1
"5.1.2.4","Feijão","Santa Catarina","2.4","%",1
"5.1.2.4","Feijão","Rio Grande do Sul","2.8","%",1
"5.1.2.4","Feijão","Mato Grosso do Sul","3.5","%",1
"5.1.2.4","Feijão","Mato Grosso","4.3","%",1
"5.1.2.4","Feijão","Goiás","4.2","%",1
"5.1.2.4","Feijão","Distrito Federal","3.4","%",1
"5.1.2.5","Carne bovina","Rondônia","3.6","%",1
"5.1.2.5","Carne bovina","Acre","5.4","%",1
"5.1.2.5","Carne bovina","Amazonas","3.5","%",1
"5.1.2.5","Carne bovina","Roraima","3.6","%",1
"5.1.2.5","Carne bovina","Pará","4.5","%",1
"5.1.2.5","Carne bovina","Amapá","4.2","%",1
"5.1.2.5","Carne bovina","Tocantins","5.4","%",1
"5.1.2.5","Carne bovina","Maranhão","3.4","%",1
"5.1.2.5","Carne bovina","Piauí","2.8","%",1
"5.1.2.5","Carne bovina","Ceará","2.4","%",1
"5.1.2.5","Carne bovina","Rio Grande do Norte","2.5","%",1
"5.1.2.5","Carne bovina","Paraíba","2.7","%",1
"5.1.2.5","Carne bovina","Pernambuco","2.4","%",1
"5.1.2.5","Carne bovina","Alagoas","2.4","%",1
"5.1.2.5","Carne bovina","Sergipe","4.6","%",1
"5.1.2.5","Carne bovina","Bahia","3.4","%",1
"5.1.2.5","Carne bovina","Minas Gerais","2.6","%",1
"5.1.2.5","Carne bovina","Espírito Santo","2.8","%",1
"5.1.2.5","Carne bovina","Rio de Janeiro","3.0","%",1
"5.1.2.5","Carne bovina","São Paulo","3.4","%",1
"5.1.2.5","Carne bovina","Paraná","3.7","%",1
"5.1.2.5","Carne bovina","Santa Catarina","3.2","%",1
"5.1.2.5","Carne bovina","Rio Grande do Sul","4.2","%",1
"5.1.2.5","Carne bovina","Mato Grosso do Sul","5.7","%",1
"5.1.2.5","Carne bovina","Mato Grosso","4.8","%",1
"5.1.2.5","Carne bovina","Goiás","4.3","%",1
"5.1.2.5","Carne bovina","Distrito Federal","3.5","%",1
"5.1.2.6","Frutas","Rondônia","1.8","%",1
"5.1.2.6","Frutas","Acre","2.7","%",1
"5.1.2.6","Frutas","Amazonas","2.1","%",1
"5.1.2.6","Frutas","Roraima","1.3","%",1
"5.1.2.6","Frutas","Pará","3.5","%",1
"5.1.2.6","Frutas","Amapá","4.3","%",1
"5.1.2.6","Frutas","Tocantins","1.5","%",1
"5.1.2.6","Frutas","Maranhão","1.6","%",1
"5.1.2.6","Frutas","Piauí","2.4","%",1
"5.1.2.6","Frutas","Ceará","2.2","%",1
"5.1.2.6","Frutas","Rio Grande do Norte","2.6","%",1
"5.1.2.6","Frutas","Paraíba","2.6","%",1
"5.1.2.6","Frutas","Pernambuco","2.6","%",1
"5.1.2.6","Frutas","Alagoas","1.9","%",1
"5.1.2.6","Frutas","Sergipe","3.7","%",1
"5.1.2.6","Frutas","Bahia","3.2","%",1
"5.1.2.6","Frutas","Minas Gerais","2.7","%",1
"5.1.2.6","Frutas","Espírito Santo","2.5","%",1
"5.1.2.6","Frutas","Rio de Janeiro","2.3","%",1
"5.1.2.6","Frutas","São Paulo","3.1","%",1
"5.1.2.6","Frutas","Paraná","2.8","%",1
"5.1.2.6","Frutas","Santa Catarina","3.0","%",1
"5.1.2.6","Frutas","Rio Grande do Sul","2.8","%",1
"5.1.2.6","Frutas","Mato Grosso do Sul","2.4","%",1
"5.1.2.6","Frutas","Mato Grosso","2.6","%",1
"5.1.2.6","Frutas","Goiás","2.5","%",1
"5.1.2.6","Frutas","Distrito Federal","3.6","%",1
"5.1.2.7","Macarrão","Rondônia","1.6","%",1
"5.1.2.7","Macarrão","Acre","1.7","%",1
"5.1.2.7","Macarrão","Amazonas","2.7","%",1
"5.1.2.7","Macarrão","Roraima","2.1","%",1
"5.1.2.7","Macarrão","Pará","2.0","%",1
"5.1.2.7","Macarrão","Amapá","2.6","%",1
"5.1.2.7","Macarrão","Tocantins","1.5","%",1
"5.1.2.7","Macarrão","Maranhão","1.3","%",1
"5.1.2.7","Macarrão","Piauí","1.4","%",1
"5.1.2.7","Macarrão","Ceará","3.6","%",1
"5.1.2.7","Macarrão","Rio Grande do Norte","4.2","%",1
"5.1.2.7","Macarrão","Paraíba","4.4","%",1
"5.1.2.7","Macarrão","Pernambuco","4.0","%",1
"5.1.2.7","Macarrão","Alagoas","3.3","%",1
"5.1.2.7","Macarrão","Sergipe","2.3","%",1
"5.1.2.7","Macarrão","Bahia","2.7","%",1
"5.1.2.7","Macarrão","Minas Gerais","2.4","%",1
"5.1.2.7","Macarrão","Espírito Santo","3.0","%",1
"5.1.2.7","Macarrão","Rio de Janeiro","3.0","%",1
"5.1.2.7","Macarrão","São Paulo","2.7","%",1
"5.1.2.7","Macarrão","Paraná","3.2","%",1
"5.1.2.7","Macarrão","Santa Catarina","3.0","%",1
"5.1.2.7","Macarrão","Rio Grande do Sul","2.7","%",1
"5.1.2.7","Macarrão","Mato Grosso do Sul","2.3","%",1
"5.1.2.7","Macarrão","Mato Grosso","2.1","%",1
"5.1.2.7","Macarrão","Goiás","2.1","%",1
"5.1.2.7","Macarrão","Distrito Federal","1.8","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Rondônia","1.4","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Acre","1.2","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Amazonas","1.4","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Roraima","4.7","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Pará","1.2","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Amapá","0.9","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Tocantins","2.9","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Maranhão","2.6","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Piauí","5.3","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Ceará","2.1","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Rio Grande do Norte","5.6","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Paraíba","5.2","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Pernambuco","6.1","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Alagoas","6.7","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Sergipe","5.7","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Bahia","2.6","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Minas Gerais","1.2","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Espírito Santo","1.2","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Rio de Janeiro","1.2","%",1
"5.1.2.8","Farinha de milho, fubá e outras","São Paulo","1.1","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Paraná","1.4","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Santa Catarina","1.4","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Rio Grande do Sul","0.9","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Mato Grosso do Sul","0.8","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Mato Grosso","1.0","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Goiás","0.7","%",1
"5.1.2.8","Farinha de milho, fubá e outras","Distrito Federal","2.5","%",1
"5.1.2.9","Farinha de mandioca","Rondônia","1.3","%",1
"5.1.2.9","Farinha de mandioca","Acre","5.6","%",1
"5.1.2.9","Farinha de mandioca","Amazonas","8.7","%",1
"5.1.2.9","Farinha de mandioca","Roraima","1.6","%",1
"5.1.2.9","Farinha de mandioca","Pará","12.0","%",1
"5.1.2.9","Farinha de mandioca","Amapá","10.7","%",1
"5.1.2.9","Farinha de mandioca","Tocantins","0.9","%",1
"5.1.2.9","Farinha de mandioca","Maranhão","3.1","%",1
"5.1.2.9","Farinha de mandioca","Piauí","1.5","%",1
"5.1.2.9","Farinha de mandioca","Ceará","1.8","%",1
"5.1.2.9","Farinha de mandioca","Rio Grande do Norte","2.0","%",1
"5.1.2.9","Farinha de mandioca","Paraíba","1.3","%",1
"5.1.2.9","Farinha de mandioca","Pernambuco","2.0","%",1
"5.1.2.9","Farinha de mandioca","Alagoas","2.2","%",1
"5.1.2.9","Farinha de mandioca","Sergipe","4.3","%",1
"5.1.2.9","Farinha de mandioca","Bahia","5.4","%",1
"5.1.2.9","Farinha de mandioca","Minas Gerais","0.6","%",1
"5.1.2.9","Farinha de mandioca","Espírito Santo","1.2","%",1
"5.1.2.9","Farinha de mandioca","Rio de Janeiro","0.7","%",1
"5.1.2.9","Farinha de mandioca","São Paulo","0.3","%",1
"5.1.2.9","Farinha de mandioca","Paraná","0.3","%",1
"5.1.2.9","Farinha de mandioca","Santa Catarina","0.6","%",1
"5.1.2.9","Farinha de mandioca","Rio Grande do Sul","0.1","%",1
"5.1.2.9","Farinha de mandioca","Mato Grosso do Sul","0.2","%",1
"5.1.2.9","Farinha de mandioca","Mato Grosso","0.7","%",1
"5.1.2.9","Farinha de mandioca","Goiás","0.5","%",1
"5.1.2.9","Farinha de mandioca","Distrito Federal","0.4","%",1
"5.1.2.10","Farinha de trigo","Rondônia","3.3","%",1
"5.1.2.10","Farinha de trigo","Acre","0.8","%",1
"5.1.2.10","Farinha de trigo","Amazonas","1.0","%",1
"5.1.2.10","Farinha de trigo","Roraima","1.1","%",1
"5.1.2.10","Farinha de trigo","Pará","0.8","%",1
"5.1.2.10","Farinha de trigo","Amapá","1.1","%",1
"5.1.2.10","Farinha de trigo","Tocantins","0.8","%",1
"5.1.2.10","Farinha de trigo","Maranhão","0.3","%",1
"5.1.2.10","Farinha de trigo","Piauí","0.4","%",1
"5.1.2.10","Farinha de trigo","Ceará","0.5","%",1
"5.1.2.10","Farinha de trigo","Rio Grande do Norte","0.9","%",1
"5.1.2.10","Farinha de trigo","Paraíba","0.6","%",1
"5.1.2.10","Farinha de trigo","Pernambuco","0.8","%",1
"5.1.2.10","Farinha de trigo","Alagoas","0.8","%",1
"5.1.2.10","Farinha de trigo","Sergipe","0.5","%",1
"5.1.2.10","Farinha de trigo","Bahia","1.1","%",1
"5.1.2.10","Farinha de trigo","Minas Gerais","1.4","%",1
"5.1.2.10","Farinha de trigo","Espírito Santo","2.3","%",1
"5.1.2.10","Farinha de trigo","Rio de Janeiro","1.3","%",1
"5.1.2.10","Farinha de trigo","São Paulo","1.4","%",1
"5.1.2.10","Farinha de trigo","Paraná","4.3","%",1
"5.1.2.10","Farinha de trigo","Santa Catarina","7.1","%",1
"5.1.2.10","Farinha de trigo","Rio Grande do Sul","5.6","%",1
"5.1.2.10","Farinha de trigo","Mato Grosso do Sul","2.1","%",1
"5.1.2.10","Farinha de trigo","Mato Grosso","2.0","%",1
"5.1.2.10","Farinha de trigo","Goiás","1.1","%",1
"5.1.2.10","Farinha de trigo","Distrito Federal","0.9","%",1
"5.1.2.11","Raízes e tubérculos","Rondônia","1.0","%",1
"5.1.2.11","Raízes e tubérculos","Acre","1.1","%",1
"5.1.2.11","Raízes e tubérculos","Amazonas","0.5","%",1
"5.1.2.11","Raízes e tubérculos","Roraima","0.5","%",1
"5.1.2.11","Raízes e tubérculos","Pará","0.4","%",1
"5.1.2.11","Raízes e tubérculos","Amapá","0.4","%",1
"5.1.2.11","Raízes e tubérculos","Tocantins","0.6","%",1
"5.1.2.11","Raízes e tubérculos","Maranhão","0.3","%",1
"5.1.2.11","Raízes e tubérculos","Piauí","0.6","%",1
"5.1.2.11","Raízes e tubérculos","Ceará","0.6","%",1
"5.1.2.11","Raízes e tubérculos","Rio Grande do Norte","1.4","%",1
"5.1.2.11","Raízes e tubérculos","Paraíba","1.7","%",1
"5.1.2.11","Raízes e tubérculos","Pernambuco","1.8","%",1
"5.1.2.11","Raízes e tubérculos","Alagoas","1.8","%",1
"5.1.2.11","Raízes e tubérculos","Sergipe","2.4","%",1
"5.1.2.11","Raízes e tubérculos","Bahia","1.2","%",1
"5.1.2.11","Raízes e tubérculos","Minas Gerais","1.2","%",1
"5.1.2.11","Raízes e tubérculos","Espírito Santo","1.3","%",1
"5.1.2.11","Raízes e tubérculos","Rio de Janeiro","1.2","%",1
"5.1.2.11","Raízes e tubérculos","São Paulo","1.2","%",1
"5.1.2.11","Raízes e tubérculos","Paraná","1.5","%",1
"5.1.2.11","Raízes e tubérculos","Santa Catarina","2.0","%",1
"5.1.2.11","Raízes e tubérculos","Rio Grande do Sul","2.1","%",1
"5.1.2.11","Raízes e tubérculos","Mato Grosso do Sul","1.6","%",1
"5.1.2.11","Raízes e tubérculos","Mato Grosso","1.3","%",1
"5.1.2.11","Raízes e tubérculos","Goiás","1.2","%",1
"5.1.2.11","Raízes e tubérculos","Distrito Federal","1.1","%",1
"5.1.2.12","Ovos","Rondônia","0.7","%",1
"5.1.2.12","Ovos","Acre","0.7","%",1
"5.1.2.12","Ovos","Amazonas","0.9","%",1
"5.1.2.12","Ovos","Roraima","0.8","%",1
"5.1.2.12","Ovos","Pará","0.7","%",1
"5.1.2.12","Ovos","Amapá","0.8","%",1
"5.1.2.12","Ovos","Tocantins","0.5","%",1
"5.1.2.12","Ovos","Maranhão","0.5","%",1
"5.1.2.12","Ovos","Piauí","0.9","%",1
"5.1.2.12","Ovos","Ceará","1.1","%",1
"5.1.2.12","Ovos","Rio Grande do Norte","1.2","%",1
"5.1.2.12","Ovos","Paraíba","0.9","%",1
"5.1.2.12","Ovos","Pernambuco","1.2","%",1
"5.1.2.12","Ovos","Alagoas","1.5","%",1
"5.1.2.12","Ovos","Sergipe","1.2","%",1
"5.1.2.12","Ovos","Bahia","1.1","%",1
"5.1.2.12","Ovos","Minas Gerais","0.8","%",1
"5.1.2.12","Ovos","Espírito Santo","0.8","%",1
"5.1.2.12","Ovos","Rio de Janeiro","0.9","%",1
"5.1.2.12","Ovos","São Paulo","0.8","%",1
"5.1.2.12","Ovos","Paraná","0.9","%",1
"5.1.2.12","Ovos","Santa Catarina","1.0","%",1
"5.1.2.12","Ovos","Rio Grande do Sul","1.2","%",1
"5.1.2.12","Ovos","Mato Grosso do Sul","0.9","%",1
"5.1.2.12","Ovos","Mato Grosso","1.3","%",1
"5.1.2.12","Ovos","Goiás","0.7","%",1
"5.1.2.12","Ovos","Distrito Federal","0.9","%",1
"5.1.2.13","Verduras e legumes","Rondônia","0.9","%",1
"5.1.2.13","Verduras e legumes","Acre","0.6","%",1
"5.1.2.13","Verduras e legumes","Amazonas","0.5","%",1
"5.1.2.13","Verduras e legumes","Roraima","0.7","%",1
"5.1.2.13","Verduras e legumes","Pará","0.5","%",1
"5.1.2.13","Verduras e legumes","Amapá","0.7","%",1
"5.1.2.13","Verduras e legumes","Tocantins","0.8","%",1
"5.1.2.13","Verduras e legumes","Maranhão","0.6","%",1
"5.1.2.13","Verduras e legumes","Piauí","0.9","%",1
"5.1.2.13","Verduras e legumes","Ceará","0.7","%",1
"5.1.2.13","Verduras e legumes","Rio Grande do Norte","0.9","%",1
"5.1.2.13","Verduras e legumes","Paraíba","0.6","%",1
"5.1.2.13","Verduras e legumes","Pernambuco","0.9","%",1
"5.1.2.13","Verduras e legumes","Alagoas","0.8","%",1
"5.1.2.13","Verduras e legumes","Sergipe","1.4","%",1
"5.1.2.13","Verduras e legumes","Bahia","1.1","%",1
"5.1.2.13","Verduras e legumes","Minas Gerais","0.9","%",1
"5.1.2.13","Verduras e legumes","Espírito Santo","1.0","%",1
"5.1.2.13","Verduras e legumes","Rio de Janeiro","1.0","%",1
"5.1.2.13","Verduras e legumes","São Paulo","1.0","%",1
"5.1.2.13","Verduras e legumes","Paraná","0.9","%",1
"5.1.2.13","Verduras e legumes","Santa Catarina","0.9","%",1
"5.1.2.13","Verduras e legumes","Rio Grande do Sul","0.9","%",1
"5.1.2.13","Verduras e legumes","Mato Grosso do Sul","1.0","%",1
